Category,Id,Name,pDate,Quantity,CostPrice,Usefull_Life,PReason,dep_%,dep_Amt.
OFFICE EQUIPMENTS,528,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,529,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,530,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,531,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,532,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,533,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,534,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,535,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,536,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,537,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,538,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,539,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,540,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,541,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,542,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,543,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,544,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,545,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,546,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,547,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,548,WATER COOLERS 150/ 180  LITRES  (DRINKIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16800,2, ,50,5661600
OFFICE EQUIPMENTS,549,WATER COOLERS 40/ 80  LITRES  (DRINKING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,11200,2, ,50,3774400
OFFICE EQUIPMENTS,550,WATER COOLERS 40/ 80  LITRES  (DRINKING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,11200,2, ,50,3774400
OFFICE EQUIPMENTS,551,WATER COOLERS 40/ 80  LITRES  (DRINKING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,11200,2, ,50,3774400
OFFICE EQUIPMENTS,552,WATER COOLERS 40/ 80  LITRES  (DRINKING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,11200,2, ,50,3774400
OFFICE EQUIPMENTS,553,WATER COOLERS 40/ 80  LITRES  (DRINKING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,11200,2, ,50,3774400
OFFICE EQUIPMENTS,554,WATER COOLERS 40/ 80  LITRES  (DRINKING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,11200,2, ,50,3774400
OFFICE EQUIPMENTS,555,WATER COOLERS 40/ 80  LITRES  (DRINKING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,11200,2, ,50,3774400
OFFICE EQUIPMENTS,556,AIR CONDITIONER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,557,AIR CONDITIONER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,558,AIR CONDITIONER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,559,AIR CONDITIONER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,560,SHRIRAM USHA SPLIT TY ROOM AC.,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,561,SHRIRAM USHA SPLIT TY ROOM AC.,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,562,SHRIRAM USHA SPLIT TY ROOM AC.,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,563,SHRIRAM USHA SPLIT TY ROOM AC.,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,564,SHRIRAM USHA SPLIT TY ROOM AC.,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,565,SPLIT TYPE AC FLOOR MOUNTING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,600,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,566,SPLIT TYPE AC FLOOR MOUNTING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,600,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,567,SPLIT TYPE AC FLOOR MOUNTING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,600,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,568,SPLIT TYPE AC FLOOR MOUNTING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,600,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,569,SPLIT TYPE AC FLOOR MOUNTING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,600,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,570,REFRIGERATOR,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,300,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,571,GODREJ 300  LITRE  COLD GOLD R,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,400,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,572,GODREJ 300  LITRE  COLD GOLD R,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,400,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,573,REFRIGERATOR CAP.165 LTRS REGU,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,574,REFRIGERATOR CAP.165 LTRS REGU,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,575,REFRIGERATOR KELVINATOR CAP.31,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,576,REFRIGERATOR KELVINATOR CAP.31,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,577,REFRIGERATOR,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,578,Split Air Conditioner,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2300,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,579,Kent super plus mineral RO,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,3, ,33.333333333333336,44933.33333333334
OFFICE EQUIPMENTS,580,godrej refrigration,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,4000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,581,Water cooler,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,582,Water purifier,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,583,Kent super plus mineral,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,584,Water purifier,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,585,Window AC,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,36000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,586,Split AC,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,28000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,587,Split AC,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,30000,1, ,100,20220000
OFFICE EQUIPMENTS,588,Split AC,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,40000,4, ,25,6740000
OFFICE EQUIPMENTS,589,Split AC FLOOR STANDING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,5000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,590,Split AC FLOOR STANDING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,9000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,591,Split AC FLOOR STANDING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,5000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,592,Split AC FLOOR STANDING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,593,Split AC FLOOR STANDING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,8000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,594,Ductable split AC,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,5000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,595,Ductable split AC,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,596,Deep Frezer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,597,Refrigerator,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,598,Refrigerator,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,599,Refrigerator,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,600,Refrigerator,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,601,Water cooler,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,602,Water cooler,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1000,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,603,Water cooler,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,604,Water cooler,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2500,0, ,Infinity,Infinity
OFFICE EQUIPMENTS,605,Water cooler,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,22400,8, ,12.5,1887200
OFFICE EQUIPMENTS,606,Water cooler,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,5600,8, ,12.5,471800
OFFICE EQUIPMENTS,607,Mobile Hand set with Andriod OS,Mon Oct 10 2022 00:00:00 GMT+0530 (India Standard Time),1,12288.14,5, ,20,737288.4
OFFICE EQUIPMENTS,608,Refrigerator For Security Section,Tue Aug 30 2022 00:00:00 GMT+0530 (India Standard Time),1,24590,10, ,10,838519
OFFICE EQUIPMENTS,609,CCTV Camara System,Wed May 25 2022 00:00:00 GMT+0530 (India Standard Time),1,24225,5, ,20,2122110
COMPUTERS,610,HP MAKE MODEL DNJ 50042 PLOTTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1500,0, ,Infinity,Infinity
COMPUTERS,611,HP MAKE MODEL DJ 1180 C A3 DESK JET PRIN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,300,0, ,Infinity,Infinity
COMPUTERS,612,Main server (Unix),Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,40800,0, ,Infinity,Infinity
COMPUTERS,613,DOT MATRIX PRINTER MAKE TVSE M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,614,DOT MATRIX PRINTER MAKE TVSE M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,615,DOT MATRIX PRINTER MAKE TVSE M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,616,DOT MATRIX PRINTER MAKE TVSE M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,617,DOT MATRIX PRINTER MAKE TVSE M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,618,DOT MATRIX PRINTER MAKE TVSE M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,619,PC/AT HCL MAKE INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
COMPUTERS,620,PC/AT HCL MAKE INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
COMPUTERS,621,PC/AT HCL MAKE INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
COMPUTERS,622,PC/AT HCL MAKE INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
COMPUTERS,623,PC/AT HCL MAKE INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
COMPUTERS,624,PC/AT HCL MAKE INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
COMPUTERS,625,HEAVY DUTY PRINTER (DOT MATRIX,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,0, ,Infinity,Infinity
COMPUTERS,626,HEAVY DUTY PRINTER (DOT MATRIX,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,0, ,Infinity,Infinity
COMPUTERS,627,HEAVY DUTY PRINTER (DOT MATRIX,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,0, ,Infinity,Infinity
COMPUTERS,628,HEAVY DUTY PRINTER (DOT MATRIX,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,0, ,Infinity,Infinity
COMPUTERS,629,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,630,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,631,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,632,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,633,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,634,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,635,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,636,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,637,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,638,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,639,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,640,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,641,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,642,TERMINALS HCL INFOSYSTEM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,643,LINE MATRIX PRINTER WIPRO MAKE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
COMPUTERS,644,WIPRO MAKE MODEL-HQ 1050 DOT M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,645,WIPRO MAKE MODEL-HQ 1050 DOT M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,646,WIPRO MAKE MODEL-HQ 1050 DOT M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,647,WIPRO MAKE MODEL-HQ 1050 DOT M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,648,WIPRO MAKE MODEL-HQ 1050 DOT M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,649,TERMINALS HCL INFOSYST.SIM.TO,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,650,TERMINALS HCL INFOSYST.SIM.TO,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,651,TERMINALS HCL INFOSYST.SIM.TO,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,652,TERMINALS HCL INFOSYST.SIM.TO,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,653,PHOTO BASE COMP.VISSITORS PASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
COMPUTERS,654,DESKTOP COMPUTER SYSTEM COMPAQ,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,400,0, ,Infinity,Infinity
COMPUTERS,655,DESKTOP COMPUTER SYSTEM COMPAQ,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,400,0, ,Infinity,Infinity
COMPUTERS,656,DESKTOP COMPUTER SYSTEM COMPAQ,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,400,0, ,Infinity,Infinity
COMPUTERS,657,DESKTOP COMPUTER SYSTEM COMPAQ,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,400,0, ,Infinity,Infinity
COMPUTERS,658,ACCESS MAKE E.A.R.SYSTEM (CONS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,29100,0, ,Infinity,Infinity
COMPUTERS,659,FAX/DATA MODEM COMBINED,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,660,RFT - 20 W,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,10900,0, ,Infinity,Infinity
COMPUTERS,661,PC/AT PENTIUM 166 MhzMMX,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,600,0, ,Infinity,Infinity
COMPUTERS,662,VXL MAKE VM 2310 XL VT 100 COM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,663,VXL MAKE VM 2310 XL VT 100 COM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,664,VXL MAKE VM 2310 XL VT 100 COM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,665,VXL MAKE VM 2310 XL VT 100 COM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,666,VXL MAKE VM 2310 XL VT 100 COM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,667,VXL MAKE VM 2310 XL VT 100 COM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,668,VXL MAKE VM 2310 XL VT 100 COM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
COMPUTERS,669,Desktop Computer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,599700,6, ,16.666666666666668,67366300
COMPUTERS,670,All in ONE PC,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,512600,5, ,20,69098480
COMPUTERS,671,Desktop Computer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,214100,5, ,20,28860680
COMPUTERS,672,Desktop Computer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,23800,5, ,20,3208240
COMPUTERS,673,All in ONE Desktop,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,21000,2, ,50,7077000
COMPUTERS,674,Desktop Computer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16200,2, ,50,5459400
COMPUTERS,675,Desktop Computer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,24400,0, ,Infinity,Infinity
COMPUTERS,676,Desktop Computer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,27600,0, ,Infinity,Infinity
COMPUTERS,677,Desktop Computer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,22200,0, ,Infinity,Infinity
COMPUTERS,678,Desktop Computer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,9000,0, ,Infinity,Infinity
COMPUTERS,679,Desktop Computer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,4800,0, ,Infinity,Infinity
COMPUTERS,680,Multi Function Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1378900,6, ,16.666666666666668,154896433.33333334
COMPUTERS,681,Line  Matrics Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1369700,6, ,16.666666666666668,153862966.6666667
COMPUTERS,682,Line Matrix Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3400,4, ,25,572900
COMPUTERS,683,Laser Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,5300,4, ,25,893050
COMPUTERS,684,Dotmatric Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1400,4, ,25,235900
COMPUTERS,685,Laser Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3400,2, ,50,1145800
COMPUTERS,686,Laser Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,2, ,50,33700
COMPUTERS,687,Dotmatric Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,2, ,50,269600
COMPUTERS,688,Laser Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,1, ,100,67400
COMPUTERS,689,Dotmatric Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
COMPUTERS,690,Laser Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2000,0, ,Infinity,Infinity
COMPUTERS,691,Laser Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2400,0, ,Infinity,Infinity
COMPUTERS,692,Color Laser Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,900,0, ,Infinity,Infinity
COMPUTERS,693,Laser Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,5400,0, ,Infinity,Infinity
COMPUTERS,694,Dotmatric Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,700,0, ,Infinity,Infinity
COMPUTERS,695,Color Laser Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1800,0, ,Infinity,Infinity
COMPUTERS,696,Dotmatric Printer,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
COMPUTERS,697,Online UPS 10 KVA,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,43700,5, ,20,5890760
